"Zeit (s) Messreihe #1";"Position (m) Messreihe #1"
15,480;0,2777
15,490;0,2724
15,500;0,2668
15,510;0,2590
15,520;0,2575
15,530;0,2523
15,540;0,2478
15,550;0,2439
15,560;0,2398
15,570;0,2319
15,580;0,2307
15,590;0,2271
15,600;0,2206
15,610;0,2166
15,620;0,2133
15,630;0,2094
15,640;0,2081
15,650;0,2055
15,660;0,2027
15,670;0,2017
15,680;0,1994
15,690;0,1993
15,700;0,1971
15,710;0,1945
15,720;0,1914
15,730;0,1885
15,740;0,1862
15,750;0,1847
15,760;0,1818
15,770;0,1794
15,780;0,1785
15,790;0,1754
15,800;0,1763
15,810;0,1721
15,820;0,1729
15,830;0,1690
15,840;0,1708
15,850;0,1666
15,860;0,1677
15,870;0,1675
15,880;0,1641
15,890;0,1631
15,900;0,1630
15,910;0,1643
15,920;0,1641
15,930;0,1639
15,940;0,1639
15,950;0,1638
15,960;0,1625
15,970;0,1624
15,980;0,1625
15,990;0,1628
16,000;0,1637
16,010;0,1648
16,020;0,1653
16,030;0,1661
16,040;0,1675
16,050;0,1685
16,060;0,1699
16,070;0,1714
16,080;0,1729
16,090;0,1746
16,100;0,1767
16,110;0,1784
16,120;0,1806
16,130;0,1831
16,140;0,1851
16,150;0,1877
16,160;0,1904
16,170;0,1932
16,180;0,1959
16,190;0,1987
16,200;0,2017
16,210;0,2025
16,220;0,2050
16,230;0,2081
16,240;0,2117
16,250;0,2124
16,260;0,2154
16,270;0,2195
16,280;0,2266
16,290;0,2302
16,300;0,2336
16,310;0,2380
16,320;0,2413
16,330;0,2493
16,340;0,2538
16,350;0,2547
16,360;0,2623
16,370;0,2662
16,380;0,2714
16,390;0,2763
16,400;0,2777
16,410;0,2853
16,420;0,2901
16,430;0,2949
16,440;0,2999
16,450;0,3019
16,460;0,3093
16,470;0,3145
16,480;0,3195
16,490;0,3245
16,500;0,3261
16,510;0,3342
16,520;0,3392
16,530;0,3444
16,540;0,3493
16,550;0,3543
16,560;0,3593
16,570;0,3645
16,580;0,3694
16,590;0,3744
16,600;0,3792
16,610;0,3846
16,620;0,3895
16,630;0,3945
16,640;0,3995
16,650;0,4043
16,660;0,4093
16,670;0,4141
16,680;0,4189
16,690;0,4238
16,700;0,4284
16,710;0,4330
16,720;0,4379
16,730;0,4423
16,740;0,4468
16,750;0,4513
16,760;0,4556
16,770;0,4600
16,780;0,4644
16,790;0,4685
16,800;0,4726
16,810;0,4767
16,820;0,4809
16,830;0,4848
16,840;0,4888
16,850;0,4928
16,860;0,4980
16,870;0,5014
16,880;0,5047
16,890;0,5077
16,900;0,5115
16,910;0,5152
16,920;0,5185
16,930;0,5214
16,940;0,5244
16,950;0,5271
16,960;0,5299
16,970;0,5325
16,980;0,5349
16,990;0,5373
17,000;0,5394
17,010;0,5417
17,020;0,5435
17,030;0,5457
17,040;0,5474
17,050;0,5491
17,060;0,5507
17,070;0,5521
17,080;0,5535
17,090;0,5547
17,100;0,5557
17,110;0,5568
17,120;0,5577
17,130;0,5584
17,140;0,5589
17,150;0,5595
17,160;0,5597
17,170;0,5599
17,180;0,5599
17,190;0,5599
17,200;0,5596
17,210;0,5592
17,220;0,5589
17,230;0,5583
17,240;0,5576
17,250;0,5566
17,260;0,5557
17,270;0,5547
17,280;0,5533
17,290;0,5522
17,300;0,5506
17,310;0,5491
17,320;0,5476
17,330;0,5457
17,340;0,5438
17,350;0,5418
17,360;0,5397
17,370;0,5375
17,380;0,5351
17,390;0,5327
17,400;0,5302
17,410;0,5274
17,420;0,5247
17,430;0,5218
17,440;0,5189
17,450;0,5158
17,460;0,5125
17,470;0,5093
17,480;0,5059
17,490;0,5022
17,500;0,4989
17,510;0,4948
17,520;0,4915
17,530;0,4858
17,540;0,4816
17,550;0,4777
17,560;0,4736
17,570;0,4695
